relative_path,source_bucket,primary_role,roles,door_ratio,thickness_mm_from_name,quality_status,manufacturing_bbox_source,width_mm,height_mm,entity_count,line_count,circle_count,arc_count,hole_candidate_count,closed_polyline_count,bend_layer_entity_count,quality_flags,related_sldprt_count,related_slddrw_count,related_sldasm_count
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/门框 横隔板.dxf,backup_reference,horizontal_partition,horizontal_partition;front_frame_or_crossbar,,,usable_rule_evidence,model_space_bbox,445.0,49.985,25,19,5,0,5,0,0,contains_paper_space_entities;needs_closed_loop_rebuild,4,7,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/门框 竖隔板L展开图.dxf,backup_reference,vertical_partition,vertical_partition;horizontal_partition;front_frame_or_crossbar,,,usable_rule_evidence,model_space_bbox,246.5,9170.0,125,100,24,0,24,0,0,contains_paper_space_entities;needs_closed_loop_rebuild;layout_or_titleblock_noise_possible,2,4,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/10.备份/2.钣金展开图20190423/门框 竖隔板R(镜向)展开图.dxf,backup_reference,vertical_partition,vertical_partition;horizontal_partition;front_frame_or_crossbar,,,usable_rule_evidence,model_space_bbox,246.5,9170.0,125,100,24,0,24,0,0,contains_paper_space_entities;needs_closed_loop_rebuild;layout_or_titleblock_noise_possible,2,5,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/16029-19 锁封板 展开图(1).DXF,current_flat_pattern,lock_or_hinge_interface,lock_or_hinge_interface,,1.0,usable_rule_evidence,model_space_bbox,111.6,80.0,11,4,3,4,3,0,0,needs_closed_loop_rebuild,1,1,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/16029-22-01-01 储物柜门板12╱12 展开图(0.8).DXF,current_flat_pattern,door_panel,door_panel,12/12,0.8,usable_rule_evidence,model_space_bbox,492.0,1878.6,83,75,3,5,3,0,0,needs_closed_loop_rebuild,2,1,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/16029-22-01-02 储物柜门板12╱12 门框加强筋 展开图(0.8).DXF,current_flat_pattern,door_panel,door_panel;door_stiffener_or_press_strip;front_frame_or_crossbar,12/12,0.8,usable_rule_evidence,model_space_bbox,1800.5,66.8,34,4,30,0,30,0,0,needs_closed_loop_rebuild,3,4,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/16029-22-01-03 储物柜门版12╱12门框加强筋2 展开图(0.8).DXF,current_flat_pattern,door_stiffener_or_press_strip,door_stiffener_or_press_strip;front_frame_or_crossbar,12/12,0.8,usable_rule_evidence,model_space_bbox,34.6,1600.0,5,4,1,0,1,0,0,needs_closed_loop_rebuild,2,3,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/16029-22-01-04 储物柜门版12╱12门框加强筋3 展开图(0.8).DXF,current_flat_pattern,door_stiffener_or_press_strip,door_stiffener_or_press_strip;front_frame_or_crossbar,12/12,0.8,usable_rule_evidence,model_space_bbox,28.6,367.0,8,8,0,0,0,0,0,needs_closed_loop_rebuild,2,3,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/16029-22-01-05 储物柜门版12╱12门框加强筋4 展开图(0.8).DXF,current_flat_pattern,door_stiffener_or_press_strip,door_stiffener_or_press_strip;front_frame_or_crossbar,12/12,0.8,usable_rule_evidence,model_space_bbox,98.4,1799.0,12,12,0,0,0,0,0,needs_closed_loop_rebuild,2,3,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/U型锁钩垫板展开图.DXF,current_flat_pattern,door_stiffener_or_press_strip,door_stiffener_or_press_strip;lock_or_hinge_interface,,,usable_rule_evidence,model_space_bbox,24.8,87.0,21,8,9,4,9,0,0,needs_closed_loop_rebuild,2,3,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/上盖壳体前侧板展开图.DXF,current_flat_pattern,side_panel,side_panel;top_cover,,,usable_rule_evidence,model_space_bbox,1000.0,109.456,34,20,14,0,14,0,0,needs_closed_loop_rebuild,4,4,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/上盖壳体右侧板展开图.DXF,current_flat_pattern,side_panel,side_panel;top_cover,,,usable_rule_evidence,model_space_bbox,180.8,502.0,84,70,14,0,14,0,0,needs_closed_loop_rebuild,4,4,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/上盖壳体后侧板展开图.DXF,current_flat_pattern,side_panel,side_panel;top_cover,,,usable_rule_evidence,model_space_bbox,1000.0,182.8,91,72,15,4,15,0,0,needs_closed_loop_rebuild,4,4,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/上盖壳体左侧板展开图.DXF,current_flat_pattern,side_panel,side_panel;top_cover,,,usable_rule_evidence,model_space_bbox,180.8,502.0,84,70,14,0,14,0,0,needs_closed_loop_rebuild,4,4,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/上盖壳体底板展开图.DXF,current_flat_pattern,base_or_bottom,base_or_bottom;top_cover,,,usable_rule_evidence,model_space_bbox,1025.2,609.4,84,60,24,0,24,0,0,needs_closed_loop_rebuild,4,4,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/储物柜门板1╱12展开图.DXF,current_flat_pattern,door_panel,door_panel,1/12,,usable_rule_evidence,model_space_bbox,473.4,181.9,68,65,2,1,2,0,0,needs_closed_loop_rebuild,3,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/储物柜门板2╱12展开图.DXF,current_flat_pattern,door_panel,door_panel,2/12,,usable_rule_evidence,model_space_bbox,473.4,334.4,70,65,4,1,4,0,0,needs_closed_loop_rebuild,3,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/储物柜门板3╱12展开图.DXF,current_flat_pattern,door_panel,door_panel,3/12,,usable_rule_evidence,model_space_bbox,473.4,486.9,68,65,2,1,2,0,0,needs_closed_loop_rebuild,3,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/储物柜门板4╱12展开图.DXF,current_flat_pattern,door_panel,door_panel,4/12,,usable_rule_evidence,model_space_bbox,473.4,639.4,68,65,2,1,2,0,0,needs_closed_loop_rebuild,3,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/储物柜门板5╱12展开图.DXF,current_flat_pattern,door_panel,door_panel,5/12,,usable_rule_evidence,model_space_bbox,473.4,791.9,68,65,2,1,2,0,0,needs_closed_loop_rebuild,3,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/储物柜门板6╱12展开图.DXF,current_flat_pattern,door_panel,door_panel,6/12,,usable_rule_evidence,model_space_bbox,473.4,944.4,68,65,2,1,2,0,0,needs_closed_loop_rebuild,3,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/后下门板展开图.DXF,current_flat_pattern,door_panel,door_panel,,,usable_rule_evidence,model_space_bbox,503.4,954.4,65,48,15,2,15,0,0,needs_closed_loop_rebuild,2,6,4
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/后门加强筋展开图.DXF,current_flat_pattern,rear_or_service_panel,rear_or_service_panel,,,usable_rule_evidence,model_space_bbox,870.0,106.8,8,4,4,0,4,0,0,needs_closed_loop_rebuild,2,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/应急维护门展开图.DXF,current_flat_pattern,door_panel,door_panel;rear_or_service_panel,,,usable_rule_evidence,model_space_bbox,110.4,1871.4,44,36,6,2,6,0,0,needs_closed_loop_rebuild,2,6,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/底座加强筋展开图.DXF,current_flat_pattern,base_or_bottom,base_or_bottom,,,usable_rule_evidence,model_space_bbox,979.4,113.4,24,16,4,4,4,0,0,needs_closed_loop_rebuild,5,4,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/底座外框展开图.DXF,current_flat_pattern,base_or_bottom,base_or_bottom,,,usable_rule_evidence,model_space_bbox,555.4,1060.0,67,44,23,0,23,0,0,needs_closed_loop_rebuild,4,4,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/底座底板展开图.DXF,current_flat_pattern,base_or_bottom,base_or_bottom,,,usable_rule_evidence,model_space_bbox,968.0,520.7,208,150,12,46,12,0,0,needs_closed_loop_rebuild,8,4,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/开关模式电源 支座展开图[1].DXF,current_flat_pattern,electrical_or_electric_lock_reference,electrical_or_electric_lock_reference,,1.0,usable_rule_evidence,model_space_bbox,95.0,268.2,118,68,6,44,6,0,0,needs_closed_loop_rebuild,1,2,1
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/开关电源支架展开图.DXF,current_flat_pattern,electrical_or_electric_lock_reference,electrical_or_electric_lock_reference,,,usable_rule_evidence,model_space_bbox,138.1,230.0,61,32,5,24,5,0,0,needs_closed_loop_rebuild,2,4,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/按钮插销固定板展开图.DXF,current_flat_pattern,lock_or_hinge_interface,lock_or_hinge_interface,,,usable_rule_evidence,model_space_bbox,90.0,70.0,32,12,8,12,8,0,0,needs_closed_loop_rebuild,8,7,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/插销固定板展开图.DXF,current_flat_pattern,lock_or_hinge_interface,lock_or_hinge_interface,,,usable_rule_evidence,model_space_bbox,18.0,39.8,15,14,1,0,1,0,0,needs_closed_loop_rebuild,8,6,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/插销铰链片展开图.DXF,current_flat_pattern,lock_or_hinge_interface,lock_or_hinge_interface,,,usable_rule_evidence,model_space_bbox,41.028,61.5,8,8,0,0,0,0,0,needs_closed_loop_rebuild,7,0,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/柜门加强筋2╱12展开图.DXF,current_flat_pattern,door_stiffener_or_press_strip,door_stiffener_or_press_strip,2/12,,usable_rule_evidence,model_space_bbox,112.4,287.5,4,4,0,0,0,0,0,needs_closed_loop_rebuild,3,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/柜门加强筋3╱12展开图.DXF,current_flat_pattern,door_stiffener_or_press_strip,door_stiffener_or_press_strip,3/12,,usable_rule_evidence,model_space_bbox,112.4,440.0,4,4,0,0,0,0,0,needs_closed_loop_rebuild,3,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/柜门加强筋4╱12展开图.DXF,current_flat_pattern,door_stiffener_or_press_strip,door_stiffener_or_press_strip,4/12,,usable_rule_evidence,model_space_bbox,112.4,592.5,4,4,0,0,0,0,0,needs_closed_loop_rebuild,3,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/柜门加强筋5╱12展开图.DXF,current_flat_pattern,door_stiffener_or_press_strip,door_stiffener_or_press_strip,5/12,,usable_rule_evidence,model_space_bbox,112.4,745.0,4,4,0,0,0,0,0,needs_closed_loop_rebuild,3,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/柜门加强筋6╱12展开图.DXF,current_flat_pattern,door_stiffener_or_press_strip,door_stiffener_or_press_strip,6/12,,usable_rule_evidence,model_space_bbox,112.4,897.5,4,4,0,0,0,0,0,needs_closed_loop_rebuild,3,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/电路板支架展开图[1].DXF,current_flat_pattern,electrical_or_electric_lock_reference,electrical_or_electric_lock_reference,,1.0,usable_rule_evidence,model_space_bbox,340.0,378.3,35,4,27,4,27,0,0,needs_closed_loop_rebuild,2,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/箱体侧板加强筋1展开图.DXF,current_flat_pattern,side_panel,side_panel,,,usable_rule_evidence,model_space_bbox,1805.8,50.0,141,136,5,0,5,0,0,needs_closed_loop_rebuild,4,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/箱体侧板加强筋2展开图.DXF,current_flat_pattern,side_panel,side_panel,,,usable_rule_evidence,model_space_bbox,74.0,1807.4,32,4,26,2,26,0,0,needs_closed_loop_rebuild,2,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/箱体右侧板展开图.DXF,current_flat_pattern,side_panel,side_panel,,,usable_rule_evidence,model_space_bbox,1074.2,1867.8,104,42,57,5,57,0,0,needs_closed_loop_rebuild,3,4,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/箱体左侧板展开图.DXF,current_flat_pattern,side_panel,side_panel,,,usable_rule_evidence,model_space_bbox,1082.2,1867.8,106,42,57,7,57,0,0,needs_closed_loop_rebuild,4,4,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/箱体横层板L展开图.DXF,current_flat_pattern,shelf_or_horizontal_layer,shelf_or_horizontal_layer,,,usable_rule_evidence,model_space_bbox,574.4,480.4,102,80,11,11,11,0,0,needs_closed_loop_rebuild,4,7,3
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/箱体横层板R展开图.DXF,current_flat_pattern,shelf_or_horizontal_layer,shelf_or_horizontal_layer,,,usable_rule_evidence,model_space_bbox,480.4,574.4,174,130,22,22,22,0,0,needs_closed_loop_rebuild,3,3,1
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/箱体横层板加强筋展开图.DXF,current_flat_pattern,shelf_or_horizontal_layer,shelf_or_horizontal_layer,,,usable_rule_evidence,model_space_bbox,71.4,429.0,14,6,6,2,6,0,0,needs_closed_loop_rebuild,4,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/箱体竖隔板L展开图.DXF,current_flat_pattern,vertical_partition,vertical_partition;horizontal_partition,,,usable_rule_evidence,model_space_bbox,583.7,1856.6,294,192,90,12,90,0,0,needs_closed_loop_rebuild,3,5,4
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/箱体竖隔板R展开图.DXF,current_flat_pattern,vertical_partition,vertical_partition;horizontal_partition,,,usable_rule_evidence,model_space_bbox,583.7,1856.6,294,192,90,12,90,0,0,needs_closed_loop_rebuild,3,3,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/箱体竖隔板加强件展开图.DXF,current_flat_pattern,vertical_partition,vertical_partition;horizontal_partition,,,usable_rule_evidence,model_space_bbox,341.2,164.6,42,36,6,0,6,0,0,needs_closed_loop_rebuild,2,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/维护门锁孔展开图.DXF,current_flat_pattern,lock_or_hinge_interface,lock_or_hinge_interface;rear_or_service_panel,,,usable_rule_evidence,model_space_bbox,73.2,60.6,26,22,2,2,2,0,0,needs_closed_loop_rebuild,2,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/衣杆固定支架展开图.DXF,current_flat_pattern,unclassified,unclassified,,,usable_rule_evidence,model_space_bbox,124.4,48.6,22,19,2,1,2,0,0,needs_closed_loop_rebuild,2,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/锁固定架展开图.DXF,current_flat_pattern,lock_or_hinge_interface,lock_or_hinge_interface,,,usable_rule_evidence,model_space_bbox,205.0,55.2,19,8,11,0,11,0,0,needs_closed_loop_rebuild,2,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/门插销支架展开图.DXF,current_flat_pattern,lock_or_hinge_interface,lock_or_hinge_interface,,,usable_rule_evidence,model_space_bbox,18.0,34.1,9,4,3,2,3,0,0,needs_closed_loop_rebuild,5,2,0
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/门框 上展开图.DXF,current_flat_pattern,front_frame_or_crossbar,front_frame_or_crossbar,,,usable_rule_evidence,model_space_bbox,997.2,152.4,35,20,15,0,15,0,0,needs_closed_loop_rebuild,3,4,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/门框 下展开图.DXF,current_flat_pattern,front_frame_or_crossbar,front_frame_or_crossbar,,,usable_rule_evidence,model_space_bbox,997.2,122.4,39,24,15,0,15,0,0,needs_closed_loop_rebuild,3,4,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/门框 右展开图.DXF,current_flat_pattern,front_frame_or_crossbar,front_frame_or_crossbar,,,usable_rule_evidence,model_space_bbox,1917.0,102.9,86,64,22,0,22,0,0,needs_closed_loop_rebuild,3,4,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/门框 左展开图.DXF,current_flat_pattern,front_frame_or_crossbar,front_frame_or_crossbar,,,usable_rule_evidence,model_space_bbox,1917.0,100.9,75,64,11,0,11,0,0,needs_closed_loop_rebuild,3,4,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/门框 横隔板R展开图.DXF,current_flat_pattern,horizontal_partition,horizontal_partition;front_frame_or_crossbar,,,usable_rule_evidence,model_space_bbox,445.0,50.027,29,19,10,0,10,0,0,needs_closed_loop_rebuild,4,7,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/门框 横隔板展开图.DXF,current_flat_pattern,horizontal_partition,horizontal_partition;front_frame_or_crossbar,,,usable_rule_evidence,model_space_bbox,49.985,445.0,24,19,5,0,5,0,0,needs_closed_loop_rebuild,4,7,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/门框 竖隔板L展开图.DXF,current_flat_pattern,vertical_partition,vertical_partition;horizontal_partition;front_frame_or_crossbar,,,usable_rule_evidence,model_space_bbox,49.3,1834.0,112,100,12,0,12,0,0,needs_closed_loop_rebuild,2,4,2
workers/analysis/desktop_reference/16029_金标准原始素材_U盘_20260526/2.钣金展开图/门框 竖隔板R展开图.DXF,current_flat_pattern,vertical_partition,vertical_partition;horizontal_partition;front_frame_or_crossbar,,,usable_rule_evidence,model_space_bbox,1834.0,49.427,124,100,24,0,24,0,0,needs_closed_loop_rebuild,2,5,2
